"","X","Series","Period","Method","RMSE","MAE","MAPE"
"35257",75,"N0546","YEARLY","BEA",0.00349001757443365,0.00243275009617806,0.151682987519555
"35258",76,"N0546","YEARLY","EAT",0.00680523765933561,0.00634744836929956,0.402977726028299
"35259",77,"N0546","YEARLY","BAT",0.0103635318117791,0.00965630945210453,0.612481311932976
"35260",78,"N0546","YEARLY","BET",0.0103654241998398,0.00965806564447251,0.612592559920631
"35261",79,"N0546","YEARLY","BEAT",0.00616609770628854,0.00580726834242468,0.36909215259059
"35262",80,"N0546","YEARLY","medianBEAT",0.00200545484461267,0.00130585232588644,0.0816665315753006
"35263",81,"N0546","YEARLY","meanBaggedBEAT",0.0146871531199519,0.0142013119585891,0.904146573040315
"35264",82,"N0546","YEARLY","medianBaggedBEAT",0.0186389980571378,0.0175084813404037,1.11096502725895
"35265",83,"N0546","YEARLY","meanPertBEAT",0.0140053579995228,0.0131047399342623,0.831398170191752
"35266",84,"N0546","YEARLY","medianPertBEAT",0.00720970171467042,0.00688783963694885,0.438360237120343
"35267",85,"N0547","YEARLY","Auto.Arima",0.203906343003512,0.159775438415426,18.8410232752841
"35268",86,"N0547","YEARLY","BSTS",0.264798491035439,0.217602793003781,26.1507456993749
"35269",87,"N0547","YEARLY","ETS",0.203906285532261,0.159775365070276,18.8410132979633
"35270",88,"N0547","YEARLY","THETA",0.274908608006494,0.226732603635505,27.2911583205824
"35271",89,"N0547","YEARLY","BEA",0.224029751724388,0.179051198829828,21.2775940908741
"35272",90,"N0547","YEARLY","EAT",0.227324935140818,0.182094469040402,21.6577316312766
"35273",91,"N0547","YEARLY","BAT",0.247671371519019,0.201370278351571,24.0943090984138
"35274",92,"N0547","YEARLY","BET",0.247671351641156,0.201370253903188,24.0943057726402
"35275",93,"N0547","YEARLY","BEAT",0.236648797587513,0.190971550031247,22.7809851483012
"35276",94,"N0547","YEARLY","medianBEAT",0.234136893626859,0.188461599642764,22.4589193855563
"35277",95,"N0547","YEARLY","meanBaggedBEAT",0.232241830882588,0.185528537314496,22.0441130764595
"35278",96,"N0547","YEARLY","medianBaggedBEAT",0.206006545217581,0.156860934360131,18.2929835767557
"35279",97,"N0547","YEARLY","meanPertBEAT",0.318645825281026,0.270821053547943,33.0161445085367
"35280",98,"N0547","YEARLY","medianPertBEAT",0.334096431936778,0.285340235453763,34.8803228314403
"35281",99,"N0548","YEARLY","Auto.Arima",0.191204939314027,0.17796485125913,14.5508434578792
"35282",100,"N0548","YEARLY","BSTS",0.0704289376830515,0.0570933836658846,4.6064929204206
"35283",101,"N0548","YEARLY","ETS",0.121733993849534,0.106205403379218,8.60483568782552
"35284",102,"N0548","YEARLY","THETA",0.0923121616907633,0.0757402411997233,6.09877754003615
"35285",103,"N0548","YEARLY","BEA",0.125053648400719,0.110395382152949,8.95707891300574
"35286",104,"N0548","YEARLY","EAT",0.13386359252377,0.119814287498711,9.73770465058972
"35287",105,"N0548","YEARLY","BAT",0.114897141955018,0.100084450312472,8.10794528575204
"35288",106,"N0548","YEARLY","BET",0.0936905082387495,0.0761646343525011,6.12594269573414
"35289",107,"N0548","YEARLY","BEAT",0.116588754277948,0.101614688579158,8.23216788627041
"35290",108,"N0548","YEARLY","medianBEAT",0.106700378658008,0.0907390056185016,7.33113524694498
"35291",109,"N0548","YEARLY","meanBaggedBEAT",0.107205649513182,0.0912288156270155,7.37113006945085
"35292",110,"N0548","YEARLY","medianBaggedBEAT",0.127221940638389,0.113709609611281,9.23951022827825
"35293",111,"N0548","YEARLY","meanPertBEAT",0.119187447194016,0.104643583945879,8.48495034870002
"35294",112,"N0548","YEARLY","medianPertBEAT",0.11941154557101,0.105603825868078,8.57051766963099
"35295",113,"N0549","YEARLY","Auto.Arima",0.14299969683102,0.134150617407941,16.5079879312222
"35296",114,"N0549","YEARLY","BSTS",0.0882896613483569,0.0657938019303869,7.67984922319327
"35297",115,"N0549","YEARLY","ETS",0.051214830337093,0.0421575825414816,5.01475981212926
"35298",116,"N0549","YEARLY","THETA",0.0645095055328943,0.0499940932724802,5.87947594392065
"35299",117,"N0549","YEARLY","BEA",0.0428412059829725,0.0312662418599294,3.91646456117535
"35300",118,"N0549","YEARLY","EAT",0.0445794127664929,0.0348248357826397,4.38105423083837
"35301",119,"N0549","YEARLY","BAT",0.0427551983846317,0.0315036600546991,3.91804710491359
"35302",120,"N0549","YEARLY","BET",0.0673633697067247,0.0517456451915587,6.07540508074321
"35303",121,"N0549","YEARLY","BEAT",0.0420818767082352,0.0328078152943846,4.02778759453862
"35304",122,"N0549","YEARLY","medianBEAT",0.0576449417623874,0.0460758379069809,5.44711787802496
"35305",123,"N0549","YEARLY","meanBaggedBEAT",0.061958722698776,0.0521707240074529,6.20655343738531
"35306",124,"N0549","YEARLY","medianBaggedBEAT",0.0950053691691744,0.0756474526086467,8.88794250167876
"35307",125,"N0549","YEARLY","meanPertBEAT",0.054338947864504,0.0452023053426243,5.42784235541658
"35308",126,"N0549","YEARLY","medianPertBEAT",0.0467360963538727,0.0383468505269254,4.74283539480169
"35309",127,"N0550","YEARLY","Auto.Arima",0.515169319249426,0.379156010420437,33.0399657123164
"35310",128,"N0550","YEARLY","BSTS",0.659923413044976,0.454976951349501,32.4357688907002
"35311",129,"N0550","YEARLY","ETS",0.510103371485848,0.378891205005395,33.2154996939027
"35312",130,"N0550","YEARLY","THETA",0.56373673695094,0.384476673131915,29.4125703222246
"35313",131,"N0550","YEARLY","BEA",0.547850349800677,0.371825963547667,29.3639552097299
"35314",132,"N0550","YEARLY","EAT",0.525833786972235,0.364111108138782,30.0714113227429
"35315",133,"N0550","YEARLY","BAT",0.569896154118496,0.391280121982954,30.0078406156604
"35316",134,"N0550","YEARLY","BET",0.567655374806693,0.388522607435823,29.7764177724526
"35317",135,"N0550","YEARLY","BEAT",0.551531842863249,0.374988640943729,29.3761089878536
"35318",136,"N0550","YEARLY","medianBEAT",0.534897225765872,0.358298337313866,28.6282097902478
"35319",137,"N0550","YEARLY","meanBaggedBEAT",0.539228594630014,0.36222672652116,28.8968704597157
"35320",138,"N0550","YEARLY","medianBaggedBEAT",0.541069658548864,0.359995752422669,28.6270717057783
"35321",139,"N0550","YEARLY","meanPertBEAT",0.542516542764207,0.367140117609459,28.7110566651709
"35322",140,"N0550","YEARLY","medianPertBEAT",0.53295447224488,0.356421676070568,28.4532733491753
"35323",1,"N0551","YEARLY","Auto.Arima",1.57185769045907,1.47288139784863,113.295068135128
"35324",2,"N0551","YEARLY","BSTS",2.90241356810243,2.84611415274583,197.899554988908
"35325",3,"N0551","YEARLY","ETS",0.582548485403631,0.554980315273513,40.6383889476927
"35326",4,"N0551","YEARLY","THETA",1.37992293041358,1.2864477949888,99.2605036575431
"35327",5,"N0551","YEARLY","BEA",1.60339513018946,1.56203812976367,114.949529078856
"35328",6,"N0551","YEARLY","EAT",1.15530541362844,1.04214934384466,82.0698453017339
"35329",7,"N0551","YEARLY","BAT",1.90441220717382,1.86848111519442,136.81837559386
"35330",8,"N0551","YEARLY","BET",1.54178883568701,1.49989359547707,110.271340919661
"35331",9,"N0551","YEARLY","BEAT",1.54158254469553,1.49314054606996,111.027272723527
"35332",10,"N0551","YEARLY","medianBEAT",1.47569029277403,1.37966459641871,106.277785896335
"35333",11,"N0551","YEARLY","meanBaggedBEAT",1.24776227001229,1.18652367442501,89.6687404112973
"35334",12,"N0551","YEARLY","medianBaggedBEAT",1.24655143205666,1.17248955228153,89.6252116222163
"35335",13,"N0551","YEARLY","meanPertBEAT",1.03907656312905,0.946572402988198,73.9048274966207
"35336",14,"N0551","YEARLY","medianPertBEAT",0.974126941665041,0.88676489591206,69.5299138539384
"35337",15,"N0552","YEARLY","Auto.Arima",0.0398021244384927,0.0338838908814434,3.8667372192505
"35338",16,"N0552","YEARLY","BSTS",0.0259504774817145,0.021913969416523,2.49911514019155
"35339",17,"N0552","YEARLY","ETS",0.0947100627829191,0.0835628182648356,9.50252871109199
"35340",18,"N0552","YEARLY","THETA",0.107257467253864,0.09486732798052,10.7849614669235
"35341",19,"N0552","YEARLY","BEA",0.0533398415810052,0.046453559520934,5.28946035684468
"35342",20,"N0552","YEARLY","EAT",0.0805239456851482,0.070771345708933,8.05140913242201
"35343",21,"N0552","YEARLY","BAT",0.0574996440873155,0.0502217294261621,5.71693794212186
"35344",22,"N0552","YEARLY","BET",0.0758234105141328,0.0667813718872928,7.59553510606902
"35345",23,"N0552","YEARLY","BEAT",0.0667855691657502,0.0585570016358305,6.66333563436439
"35346",24,"N0552","YEARLY","medianBEAT",0.0671804449149168,0.0587233545731395,6.68463296517125
"35347",25,"N0552","YEARLY","meanBaggedBEAT",0.0594602147651352,0.0533418744204607,6.05314453772534
"35348",26,"N0552","YEARLY","medianBaggedBEAT",0.0581257474095608,0.0518229116483947,5.88511696822912
"35349",27,"N0552","YEARLY","meanPertBEAT",0.0612234730981751,0.0541597854281319,6.15642188507218
"35350",28,"N0552","YEARLY","medianPertBEAT",0.0658563968389599,0.0584810485619575,6.64490086401041
"35351",29,"N0553","YEARLY","Auto.Arima",0.37040647543496,0.317413763782825,32.2733448545219
"35352",30,"N0553","YEARLY","BSTS",0.27001892621322,0.229174687043144,23.3656656286199
"35353",31,"N0553","YEARLY","ETS",0.4038750771715,0.349229289507345,35.4211124679503
"35354",32,"N0553","YEARLY","THETA",0.316107956106654,0.268194840466776,27.3435210861902
"35355",33,"N0553","YEARLY","BEA",0.348029616254129,0.298605913444438,30.3533743170307
